caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
2795343,unqualified for wave 4,,,,,,different sex couple,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",12th grade NO DIPLOMA,Less than high school,Hispanic,Yes,1,A one-family house attached to one or more houses,"$60,000 to $74,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305,Yes,200902,
2796782,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,201207,Yes,200903,A few times a year
2797496,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2010,March,Unmarried partners,3,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,201007,No,200902,Once a week
2798711,qualified for wave 4,Withdrawn,Yes,On-line,6,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,very attractive,very attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",10th grade,Less than high school,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$30,000 to $34,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201106,No,200902,A few times a year
2799525,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011,April,Unmarried partners,2,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200602,No,,
2800266,qualified for wave 4,Withdrawn,Yes,On-line,3,201305,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,201305,Yes,200902,
2802655,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009,February,Unmarried partners,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Not working - retired,Yes,200707,No,,
2803531,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,201305,Yes,200905,Once a year or less
2804395,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$10,000 to $12,499",Never married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,201305,Yes,200902,A few times a year
2805475,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$85,000 to $99,999",Never married,Metro,Northeast,New England,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,201306,Yes,200903,Once or twice a month
2806576,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011,June,Unmarried partners,2,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,Metro,West,Pacific,Occupied without payment of cash rent,0,0,0,0,2,Working - self-employed,Yes,200904,No,200902,A few times a year
2808495,unqualified for wave 4,,,,,,same-sex couple,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$5,000 to $7,499",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,3,Not working - disabled,Yes,200604,No,,
2809516,qualified for wave 4,Active,Yes,On-line,2,201303,same-sex couple,2011,April,Unmarried partners,2,2,Yes,No,,,Excellent,very attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$75,000 to $84,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200902,A few times a year
2810195,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009,February,Unmarried partners,4,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"2+ Races, Non-Hispanic",No,2,A one-family house attached to one or more houses,"$35,000 to $39,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,200904,No,200902,Once or twice a month
2811741,qualified for wave 4,Do not call,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,Yes,200711,No,200902,More than once a week
2812441,qualified for wave 4,Active,Yes,On-line,1,201303,different sex couple,2011,May,Married,2,2,No,No,yes,yes,Good,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,201207,Yes,200903,More than once a week
2813321,unqualified for wave 4,,,,,,different sex couple,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Associate degree,Some college,"White, Non-Hispanic",Yes,5,A one-family house attached to one or more houses,"$75,000 to $84,999",Married,Metro,Northeast,New England,Rented for cash,0,0,3,0,2,Working - as a paid employee,Yes,200904,No,200905,A few times a year
2814495,qualified for wave 4,Active,Yes,On-line,3,201303,same-sex couple,2011,April,Unmarried partners,2,2,No,Yes,,,Good,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - looking for work,No,201305,Yes,200902,
2815763,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200904,No,200902,A few times a year
2817571,qualified for wave 4,Active,No,,,,different sex couple,2011,August,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,201208,Yes,200903,Once a week
2818471,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,very attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$175,000 or more",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,Yes,201306,Yes,200907,Once a week
2819881,qualified for wave 4,Retired,No,,,,different sex couple,2011,June,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",9th grade,Less than high school,"2+ Races, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200905,No,200902,Once a week
2820571,qualified for wave 4,Active,Yes,On-line,11,201304,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,201306,Yes,200903,Once a week
2822526,qualified for wave 4,Active,Yes,On-line,4,201305,same-sex couple,2011,April,Unmarried partners,2,2,No,Yes,,,Excellent,moderately attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201208,Yes,200903,Once or twice a month
2823436,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"Less than $5,000",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200904,No,200902,Never
2824553,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009,February,Married,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200806,No,200903,Once or twice a month
2825881,unqualified for wave 4,,,,,,different sex couple,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$35,000 to $39,999",Widowed,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201106,No,200902,Once a week
2826321,qualified for wave 4,Do not call,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,1,2,Not working - disabled,Yes,200710,No,200903,Once or twice a month
2828511,qualified for wave 4,Retired,No,,,,different sex couple,2010,April,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",No,1,A building with 2 or more apartments,"$15,000 to $19,999",Married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200907,No,200902,Once or twice a month
2830693,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7th or 8th grade,Less than high school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200602,No,,
2831285,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,0,1,Working - as a paid employee,No,200904,No,200902,
2832291,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,Yes,201007,No,200902,
2833505,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009,February,Unmarried partners,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$10,000 to $12,499",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - disabled,Yes,200703,No,,
2834301,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"2+ Races, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$25,000 to $29,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - self-employed,Yes,200906,No,200809,
2835555,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$7,500 to $9,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,201305,Yes,200902,Once a week
2836511,qualified for wave 4,Retired,No,,,,different sex couple,2011,June,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A mobile home,"$30,000 to $34,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200904,No,200902,Never
